Emanuella,Fialho,1990-05-12 00:00:00,Brasília,Tênis,43,200,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Iago,Bensdorp,1993-11-12,Rio de Janeiro,Vestido,22,300,,,,,,,
Elizeu,Barros,1989-01-02,Porto Alegre,Sandália,142,110,,,,,,,
Natália,Huon,1985-07-15,Curitiba,Bermuda,24,150,,,,,,,
Patricia,Camara,1993-05-02,São Paulo,Tênis,40,200,,,,,,,
Maryanna,Correa,1993-08-01,São Paulo,Sandália,39,110,,,,,,,
Iago,Bensdorp,1988-10-05,Fortaleza,Pulseira,47,30,,,,,,,
Juliane,Felipi,1985-04-27,Brasília,Pulseira,1,30,,,,,,,
Tayna,Coimbra,1992-03-27,São Paulo,Camiseta,31,85,,,,,,,
Maryanna,Correa,1985-09-19,São Paulo,Vestido,17,300,,,,,,,
Iago,Bensdorp,1987-01-14,Salvador,Saia,15,75,,,,,,,
Jucelia,Bailly,1988-11-14,São Paulo,Bermuda,44,150,,,,,,,
Jucelia,Bailly,1987-08-03,Brasília,Chinelo,4,25,,,,,,,
Jucelia,Bailly,1991-02-04,Curitiba,Jaqueta,22,250,,,,,,,
Izabel,Milagre,1987-12-13,Rio de Janeiro,Pulseira,79,30,,,,,,,
Joyce,Ribas,1993-11-08,Brasília,Short,59,55,,,,,,,
Joyce,Ribas,1987-05-09,São Paulo,Short,84,55,,,,,,,
Paloma,Farias,1986-02-11,Salvador,Jaqueta,103,250,,,,,,,
Maryanna,Correa,1989-03-17,Salvador,Sapato,77,230,,,,,,,
Andrew,Carvalhal,1987-03-07,Brasília,Camiseta,24,85,,,,,,,
Juliane,Felipi,1989-10-05,Salvador,Chinelo,4,25,,,,,,,
Joyce,Ribas,1986-10-14,São Paulo,Vestido,77,300,,,,,,,
Emanuella,Fialho,1988-07-22,Fortaleza,Jaqueta,57,250,,,,,,,
Eduarda,Figueiredo,1989-04-24,Porto Alegre,Sapato,80,230,,,,,,,
Iago,Bensdorp,1993-10-22,Rio de Janeiro,Camiseta,84,85,,,,,,,
Maryanna,Correa,1987-04-17,Porto Alegre,Chinelo,64,25,,,,,,,
Joyce,Ribas,1991-05-04,Curitiba,Jaqueta,54,250,,,,,,,
Patricia,Camara,1993-05-12,São Paulo,Camiseta,129,85,,,,,,,
Breno,Amaral,1990-06-01,Curitiba,Saia,77,75,,,,,,,
Breno,Amaral,1990-12-11,São Paulo,Camiseta,64,85,,,,,,,
Maryanna,Correa,1989-02-03,São Paulo,Sandália,118,110,,,,,,,
Iago,Bensdorp,1991-03-03,Porto Alegre,Chinelo,79,25,,,,,,,
Tayna,Coimbra,1989-11-19,Rio de Janeiro,Chinelo,84,25,,,,,,,
Juliane,Felipi,1991-12-25,Salvador,Short,96,55,,,,,,,
Maryanna,Correa,1989-04-14,Porto Alegre,Bermuda,53,150,,,,,,,
Eduarda,Figueiredo,1993-01-22,Salvador,Camiseta,25,85,,,,,,,
Eduarda,Figueiredo,1989-05-08,Brasília,Jaqueta,46,250,,,,,,,
Jucelia,Bailly,1990-08-26,Salvador,Casaco,119,190,,,,,,,
Paloma,Farias,1988-06-17,Curitiba,Chinelo,101,25,,,,,,,
Breno,Amaral,1985-05-25,Curitiba,Vestido,66,300,,,,,,,
Joyce,Ribas,1992-08-06,Fortaleza,Short,24,55,,,,,,,
Izabel,Milagre,1993-10-21,Curitiba,Chinelo,86,25,,,,,,,
Izabel,Milagre,1987-04-25,Curitiba,Vestido,86,300,,,,,,,
Tayna,Coimbra,1986-10-10,Curitiba,Sandália,38,110,,,,,,,
Emanuella,Fialho,1986-05-13,Salvador,Casaco,84,190,,,,,,,
Eduarda,Figueiredo,1986-03-26,Porto Alegre,Saia,32,75,,,,,,,
Eduarda,Figueiredo,1990-09-05,Rio de Janeiro,Jaqueta,143,250,,,,,,,
Tayna,Coimbra,1992-05-22,Fortaleza,Vestido,121,300,,,,,,,
Eduarda,Figueiredo,1991-03-29,Curitiba,Camiseta,149,85,,,,,,,
Patricia,Camara,1988-04-06,Porto Alegre,Tênis,8,200,,,,,,,
Tayna,Coimbra,1993-10-18,Porto Alegre,Saia,5,75,,,,,,,
Andrew,Carvalhal,1990-03-26,São Paulo,Pulseira,133,30,,,,,,,
Jucelia,Bailly,1990-07-28,São Paulo,Jaqueta,105,250,,,,,,,
Juliane,Felipi,1989-08-27,Curitiba,Casaco,129,190,,,,,,,
Izabel,Milagre,1988-01-29,Brasília,Tênis,5,200,,,,,,,
Eduarda,Figueiredo,1990-08-14,Rio de Janeiro,Casaco,13,190,,,,,,,
Iago,Bensdorp,1990-01-09,Fortaleza,Bermuda,98,150,,,,,,,
Elizeu,Barros,1990-07-04,São Paulo,Casaco,8,190,,,,,,,
Elizeu,Barros,1990-02-24,Fortaleza,Casaco,6,190,,,,,,,
Natália,Huon,1991-06-03,Curitiba,Pulseira,141,30,,,,,,,
Maryanna,Correa,1990-10-12,Brasília,Saia,134,75,,,,,,,
Patricia,Camara,1991-03-31,Rio de Janeiro,Saia,127,75,,,,,,,
Maryanna,Correa,1989-10-28,São Paulo,Vestido,74,300,,,,,,,
Patricia,Camara,1987-01-19,São Paulo,Chinelo,139,25,,,,,,,
Tayna,Coimbra,1987-02-19,Salvador,Chinelo,6,25,,,,,,,
Tayna,Coimbra,1989-02-09,Curitiba,Pulseira,10,30,,,,,,,
Andrew,Carvalhal,1993-10-03,Salvador,Chinelo,127,25,,,,,,,
Joyce,Ribas,1993-02-22,Curitiba,Casaco,69,190,,,,,,,
Natália,Huon,1992-03-06,Porto Alegre,Jaqueta,138,250,,,,,,,
Tayna,Coimbra,1990-06-15,Curitiba,Short,15,55,,,,,,,
Elizeu,Barros,1989-01-20,Porto Alegre,Chinelo,140,25,,,,,,,
Juliane,Felipi,1986-07-08,Curitiba,Tênis,35,200,,,,,,,
Joyce,Ribas,1988-05-05,Brasília,Pulseira,53,30,,,,,,,
Izabel,Milagre,1987-01-12,Porto Alegre,Sapato,45,230,,,,,,,
Iago,Bensdorp,1990-05-26,São Paulo,Jaqueta,132,250,,,,,,,
Emanuella,Fialho,1988-11-29,Salvador,Short,41,55,,,,,,,
Natália,Huon,1988-03-22,Curitiba,Casaco,97,190,,,,,,,
Emanuella,Fialho,1992-06-17,Curitiba,Tênis,75,200,,,,,,,
Iago,Bensdorp,1992-03-25,Rio de Janeiro,Pulseira,139,30,,,,,,,
Juliane,Felipi,1993-03-26,Porto Alegre,Sapato,90,230,,,,,,,
Izabel,Milagre,1989-02-09,Rio de Janeiro,Chinelo,135,25,,,,,,,
Natália,Huon,1993-08-12,São Paulo,Short,50,55,,,,,,,
Iago,Bensdorp,1991-11-27,Curitiba,Sapato,89,230,,,,,,,
Emanuella,Fialho,1987-02-10,Curitiba,Pulseira,3,30,,,,,,,
Paloma,Farias,1991-09-26,Brasília,Pulseira,126,30,,,,,,,
Natália,Huon,1986-01-04,Porto Alegre,Sapato,84,230,,,,,,,
Breno,Amaral,1987-02-01,São Paulo,Casaco,98,190,,,,,,,
Maryanna,Correa,1987-02-18,São Paulo,Vestido,32,300,,,,,,,
Patricia,Camara,1989-06-26,Fortaleza,Pulseira,90,30,,,,,,,
Maryanna,Correa,1990-10-17,Curitiba,Pulseira,80,30,,,,,,,
Juliane,Felipi,1991-01-16,Salvador,Pulseira,62,30,,,,,,,
Breno,Amaral,1992-03-02,Curitiba,Chinelo,47,25,,,,,,,
Juliane,Felipi,1985-01-28,Fortaleza,Camiseta,39,85,,,,,,,
Iago,Bensdorp,1987-12-01,Porto Alegre,Casaco,66,190,,,,,,,
Emanuella,Fialho,1992-08-08,São Paulo,Tênis,82,200,,,,,,,
Izabel,Milagre,1987-06-27,Curitiba,Chinelo,58,25,,,,,,,
Joyce,Ribas,1993-09-14,Salvador,Camiseta,139,85,,,,,,,
Andrew,Carvalhal,1989-02-17,Curitiba,Tênis,35,200,,,,,,,
Joyce,Ribas,1991-06-20,Brasília,Vestido,47,300,,,,,,,
Natália,Huon,1988-06-13,São Paulo,Saia,71,75,,,,,,,
Eduarda,Figueiredo,1990-07-09,São Paulo,Bermuda,83,150,,,,,,,
Paloma,Farias,1985-03-19,Porto Alegre,Chinelo,103,25,,,,,,,
Patricia,Camara,1993-01-16,Brasília,Saia,5,75,,,,,,,
Izabel,Milagre,1992-07-18,Curitiba,Casaco,59,190,,,,,,,
Natália,Huon,1990-04-02,Curitiba,Chinelo,130,25,,,,,,,
Natália,Huon,1985-12-31,Curitiba,Sandália,96,110,,,,,,,
Andrew,Carvalhal,1988-06-06,Porto Alegre,Bermuda,55,150,,,,,,,
Emanuella,Fialho,1987-08-03,Curitiba,Casaco,12,190,,,,,,,
Iago,Bensdorp,1991-01-04,Rio de Janeiro,Tênis,91,200,,,,,,,
Juliane,Felipi,1986-07-25,Fortaleza,Jaqueta,123,250,,,,,,,
Patricia,Camara,1986-01-19,Porto Alegre,Camiseta,86,85,,,,,,,
Tayna,Coimbra,1991-12-08,Brasília,Vestido,44,300,,,,,,,
Izabel,Milagre,1986-03-02,Fortaleza,Sapato,139,230,,,,,,,
Eduarda,Figueiredo,1989-09-21,Brasília,Sandália,70,110,,,,,,,
Breno,Amaral,1991-05-23,Rio de Janeiro,Sandália,142,110,,,,,,,
Natália,Huon,1990-08-11,Fortaleza,Pulseira,33,30,,,,,,,
Iago,Bensdorp,1992-09-27,Fortaleza,Pulseira,107,30,,,,,,,
Juliane,Felipi,1985-03-18,Porto Alegre,Casaco,148,190,,,,,,,
Juliane,Felipi,1986-12-13,Porto Alegre,Sapato,101,230,,,,,,,
Patricia,Camara,1987-02-05,Salvador,Chinelo,22,25,,,,,,,
Emanuella,Fialho,1988-03-07,Brasília,Short,49,55,,,,,,,
Natália,Huon,1989-02-02,Curitiba,Tênis,81,200,,,,,,,
Andrew,Carvalhal,1989-12-05,Curitiba,Casaco,132,190,,,,,,,
Emanuella,Fialho,1991-07-03,Fortaleza,Chinelo,34,25,,,,,,,
Iago,Bensdorp,1986-10-10,Curitiba,Saia,109,75,,,,,,,
Jucelia,Bailly,1986-09-05,Brasília,Sandália,62,110,,,,,,,
Juliane,Felipi,1985-08-08,Fortaleza,Jaqueta,130,250,,,,,,,
Paloma,Farias,1992-09-29,Brasília,Bermuda,53,150,,,,,,,
Tayna,Coimbra,1988-12-24,Rio de Janeiro,Chinelo,53,25,,,,,,,
Joyce,Ribas,1993-03-28,Fortaleza,Camiseta,73,85,,,,,,,
Patricia,Camara,1986-06-23,Curitiba,Pulseira,33,30,,,,,,,
Juliane,Felipi,1986-09-07,Porto Alegre,Tênis,77,200,,,,,,,
Joyce,Ribas,1990-10-31,Rio de Janeiro,Vestido,98,300,,,,,,,
Joyce,Ribas,1991-11-05,São Paulo,Bermuda,80,150,,,,,,,
Tayna,Coimbra,1985-03-16,Porto Alegre,Camiseta,91,85,,,,,,,
Jucelia,Bailly,1986-06-01,Brasília,Bermuda,89,150,,,,,,,
Eduarda,Figueiredo,1992-10-13,Porto Alegre,Jaqueta,107,250,,,,,,,
Juliane,Felipi,1989-03-30,Rio de Janeiro,Sandália,29,110,,,,,,,
Paloma,Farias,1992-05-20,Fortaleza,Jaqueta,47,250,,,,,,,
Andrew,Carvalhal,1993-02-21,Brasília,Tênis,98,200,,,,,,,
Maryanna,Correa,1991-01-22,São Paulo,Tênis,18,200,,,,,,,
Patricia,Camara,1993-03-15,Rio de Janeiro,Vestido,86,300,,,,,,,
Andrew,Carvalhal,1985-02-27,Curitiba,Sapato,103,230,,,,,,,
Eduarda,Figueiredo,1991-09-17,Curitiba,Bermuda,47,150,,,,,,,
Elizeu,Barros,1988-02-18,Curitiba,Sapato,71,230,,,,,,,
Joyce,Ribas,1987-04-25,Brasília,Vestido,47,300,,,,,,,
Andrew,Carvalhal,1985-12-04,Rio de Janeiro,Chinelo,108,25,,,,,,,
Tayna,Coimbra,1986-03-17,Brasília,Camiseta,82,85,,,,,,,
Andrew,Carvalhal,1991-06-30,Porto Alegre,Pulseira,125,30,,,,,,,
Joyce,Ribas,1993-06-08,Porto Alegre,Chinelo,139,25,,,,,,,
Elizeu,Barros,1991-12-27,São Paulo,Camiseta,98,85,,,,,,,
Maryanna,Correa,1991-08-07,Fortaleza,Casaco,31,190,,,,,,,
Natália,Huon,1988-08-11,Fortaleza,Saia,31,75,,,,,,,
Paloma,Farias,1985-10-14,Salvador,Sandália,149,110,,,,,,,
Maryanna,Correa,1987-05-19,Salvador,Pulseira,105,30,,,,,,,
Breno,Amaral,1992-12-31,Rio de Janeiro,Vestido,91,300,,,,,,,
Patricia,Camara,1985-11-28,Curitiba,Bermuda,123,150,,,,,,,
Joyce,Ribas,1992-04-05,Rio de Janeiro,Tênis,79,200,,,,,,,
Juliane,Felipi,1985-07-18,Fortaleza,Saia,14,75,,,,,,,
Breno,Amaral,1990-05-04,Porto Alegre,Sapato,34,230,,,,,,,
Juliane,Felipi,1992-06-21,Salvador,Chinelo,39,25,,,,,,,
Joyce,Ribas,1988-01-15,Porto Alegre,Sapato,87,230,,,,,,,
Natália,Huon,1986-10-20,Rio de Janeiro,Chinelo,93,25,,,,,,,
Jucelia,Bailly,1991-12-05,Porto Alegre,Tênis,63,200,,,,,,,
Elizeu,Barros,1992-09-18,Fortaleza,Vestido,148,300,,,,,,,
Maryanna,Correa,1985-12-02,Fortaleza,Jaqueta,66,250,,,,,,,
Tayna,Coimbra,1986-03-31,Rio de Janeiro,Short,62,55,,,,,,,
Jucelia,Bailly,1990-06-05,Porto Alegre,Short,117,55,,,,,,,
Jucelia,Bailly,1987-05-01,Fortaleza,Saia,58,75,,,,,,,
Breno,Amaral,1985-02-27,Brasília,Saia,57,75,,,,,,,
Natália,Huon,1988-12-03,Salvador,Camiseta,125,85,,,,,,,
Tayna,Coimbra,1986-10-25,Rio de Janeiro,Bermuda,28,150,,,,,,,
Joyce,Ribas,1992-03-28,Porto Alegre,Vestido,110,300,,,,,,,
Natália,Huon,1985-08-20,Curitiba,Pulseira,95,30,,,,,,,
Iago,Bensdorp,1988-01-10,Salvador,Short,72,55,,,,,,,
Natália,Huon,1992-09-04,Curitiba,Bermuda,146,150,,,,,,,
Emanuella,Fialho,1988-05-11,Salvador,Sandália,5,110,,,,,,,
Joyce,Ribas,1988-01-17,Curitiba,Short,47,55,,,,,,,
Tayna,Coimbra,1992-04-27,Porto Alegre,Casaco,129,190,,,,,,,
Izabel,Milagre,1993-12-22,Brasília,Casaco,98,190,,,,,,,
Elizeu,Barros,1988-06-05,Porto Alegre,Jaqueta,85,250,,,,,,,
Iago,Bensdorp,1990-12-25,Porto Alegre,Pulseira,103,30,,,,,,,
Eduarda,Figueiredo,1992-08-11,Rio de Janeiro,Chinelo,92,25,,,,,,,
Izabel,Milagre,1993-08-23,Rio de Janeiro,Camiseta,67,85,,,,,,,
Maryanna,Correa,1985-04-21,Rio de Janeiro,Sapato,129,230,,,,,,,
Eduarda,Figueiredo,1991-11-07,Porto Alegre,Jaqueta,143,250,,,,,,,
Elizeu,Barros,1991-08-07,Salvador,Sapato,16,230,,,,,,,
Paloma,Farias,1990-12-24,Fortaleza,Jaqueta,72,250,,,,,,,
Andrew,Carvalhal,1985-08-02,Brasília,Vestido,136,300,,,,,,,
Juliane,Felipi,1991-07-11,Curitiba,Saia,46,75,,,,,,,
Elizeu,Barros,1989-03-01,Brasília,Casaco,55,190,,,,,,,
Eduarda,Figueiredo,1987-07-21,Brasília,Jaqueta,122,250,,,,,,,
Joyce,Ribas,1985-08-15,São Paulo,Short,49,55,,,,,,,
Maryanna,Correa,1989-05-26,São Paulo,Vestido,76,300,,,,,,,
Izabel,Milagre,1986-04-04,São Paulo,Casaco,32,190,,,,,,,
Paloma,Farias,1986-09-24,Fortaleza,Vestido,22,300,,,,,,,
Andrew,Carvalhal,1989-03-15,Brasília,Saia,77,75,,,,,,,
Jucelia,Bailly,1993-05-21,Porto Alegre,Short,85,55,,,,,,,
Emanuella,Fialho,1991-08-14,São Paulo,Bermuda,55,150,,,,,,,
Eduarda,Figueiredo,1986-03-18,Brasília,Jaqueta,8,250,,,,,,,
Izabel,Milagre,1991-02-18,Fortaleza,Pulseira,64,30,,,,,,,
Iago,Bensdorp,1985-06-23,Curitiba,Sapato,119,230,,,,,,,
Joyce,Ribas,1989-10-04,Fortaleza,Short,57,55,,,,,,,
Joyce,Ribas,1988-05-18,Brasília,Sapato,137,230,,,,,,,
Tayna,Coimbra,1988-08-12,Brasília,Chinelo,4,25,,,,,,,
Jucelia,Bailly,1993-11-26,São Paulo,Vestido,57,300,,,,,,,
Eduarda,Figueiredo,1987-06-14,Brasília,Sandália,16,110,,,,,,,
Breno,Amaral,1985-09-26,Rio de Janeiro,Bermuda,100,150,,,,,,,
Natália,Huon,1989-11-25,Salvador,Sandália,12,110,,,,,,,
Andrew,Carvalhal,1992-02-26,Salvador,Sandália,94,110,,,,,,,
Natália,Huon,1990-04-15,Curitiba,Tênis,1,200,,,,,,,
Breno,Amaral,1990-04-08,Rio de Janeiro,Vestido,6,300,,,,,,,
Patricia,Camara,1985-12-24,Brasília,Pulseira,84,30,,,,,,,
Tayna,Coimbra,1987-07-04,Salvador,Casaco,89,190,,,,,,,
Eduarda,Figueiredo,1989-05-21,Curitiba,Saia,79,75,,,,,,,
Paloma,Farias,1991-09-16,Porto Alegre,Bermuda,92,150,,,,,,,
Eduarda,Figueiredo,1991-12-31,Fortaleza,Camiseta,28,85,,,,,,,
Patricia,Camara,1991-05-25,Rio de Janeiro,Bermuda,35,150,,,,,,,
Natália,Huon,1993-03-14,Brasília,Saia,137,75,,,,,,,
Jucelia,Bailly,1986-02-12,São Paulo,Sapato,123,230,,,,,,,
Breno,Amaral,1986-04-09,Fortaleza,Casaco,57,190,,,,,,,
Emanuella,Fialho,1988-08-23,Rio de Janeiro,Casaco,107,190,,,,,,,
Tayna,Coimbra,1990-05-10,São Paulo,Casaco,11,190,,,,,,,
Jucelia,Bailly,1988-01-28,Rio de Janeiro,Camiseta,98,85,,,,,,,
Emanuella,Fialho,1985-11-20,Fortaleza,Chinelo,87,25,,,,,,,
Eduarda,Figueiredo,1988-09-24,Brasília,Casaco,14,190,,,,,,,
Elizeu,Barros,1989-12-01,Brasília,Bermuda,88,150,,,,,,,
Joyce,Ribas,1992-08-16,Salvador,Camiseta,23,85,,,,,,,
Andrew,Carvalhal,1992-05-20,Fortaleza,Sandália,41,110,,,,,,,
Emanuella,Fialho,1989-07-24,Rio de Janeiro,Sapato,110,230,,,,,,,
Maryanna,Correa,1988-11-27,Fortaleza,Chinelo,25,25,,,,,,,
Andrew,Carvalhal,1991-11-08,Brasília,Casaco,15,190,,,,,,,
Tayna,Coimbra,1986-06-20,Porto Alegre,Sandália,140,110,,,,,,,
Breno,Amaral,1993-01-06,Curitiba,Jaqueta,113,250,,,,,,,
Izabel,Milagre,1986-02-23,Curitiba,Bermuda,41,150,,,,,,,
Joyce,Ribas,1987-10-15,São Paulo,Jaqueta,139,250,,,,,,,
Emanuella,Fialho,1987-01-25,Curitiba,Sapato,131,230,,,,,,,
Andrew,Carvalhal,1991-09-17,Curitiba,Camiseta,150,85,,,,,,,
Breno,Amaral,1986-01-09,Brasília,Camiseta,71,85,,,,,,,
Joyce,Ribas,1986-08-29,São Paulo,Casaco,10,190,,,,,,,
Elizeu,Barros,1988-07-21,Salvador,Vestido,64,300,,,,,,,
Andrew,Carvalhal,1990-03-02,Curitiba,Sapato,10,230,,,,,,,
Eduarda,Figueiredo,1986-02-01,Brasília,Casaco,23,190,,,,,,,
Andrew,Carvalhal,1987-01-11,São Paulo,Short,77,55,,,,,,,
Jucelia,Bailly,1989-02-03,Fortaleza,Sandália,123,110,,,,,,,
Maryanna,Correa,1986-10-13,Rio de Janeiro,Saia,31,75,,,,,,,
Joyce,Ribas,1988-04-06,Salvador,Sapato,125,230,,,,,,,
Elizeu,Barros,1990-07-31,Salvador,Jaqueta,30,250,,,,,,,
Juliane,Felipi,1987-09-02,Rio de Janeiro,Sapato,80,230,,,,,,,
Patricia,Camara,1989-11-18,Brasília,Bermuda,66,150,,,,,,,
Elizeu,Barros,1992-01-28,Brasília,Saia,96,75,,,,,,,
Natália,Huon,1992-07-08,Fortaleza,Saia,64,75,,,,,,,
Elizeu,Barros,1988-12-25,Rio de Janeiro,Saia,68,75,,,,,,,
Paloma,Farias,1993-08-09,Fortaleza,Bermuda,14,150,,,,,,,
Juliane,Felipi,1990-09-02,Porto Alegre,Jaqueta,105,250,,,,,,,
Paloma,Farias,1986-01-04,Rio de Janeiro,Camiseta,81,85,,,,,,,
Joyce,Ribas,1988-12-17,Fortaleza,Camiseta,99,85,,,,,,,
Breno,Amaral,1989-10-20,Porto Alegre,Vestido,51,300,,,,,,,
Emanuella,Fialho,1985-01-20,Salvador,Bermuda,61,150,,,,,,,
Tayna,Coimbra,1985-06-17,Porto Alegre,Vestido,45,300,,,,,,,
Eduarda,Figueiredo,1992-01-28,Porto Alegre,Short,101,55,,,,,,,
Andrew,Carvalhal,1989-02-15,Rio de Janeiro,Saia,110,75,,,,,,,
Andrew,Carvalhal,1986-05-03,Rio de Janeiro,Bermuda,86,150,,,,,,,
Maryanna,Correa,1986-11-08,Fortaleza,Vestido,86,300,,,,,,,
Maryanna,Correa,1985-11-27,São Paulo,Casaco,141,190,,,,,,,
Eduarda,Figueiredo,1991-02-17,São Paulo,Casaco,135,190,,,,,,,
Joyce,Ribas,1987-07-25,São Paulo,Short,12,55,,,,,,,
Elizeu,Barros,1989-05-15,São Paulo,Saia,121,75,,,,,,,
Tayna,Coimbra,1986-03-24,Porto Alegre,Pulseira,47,30,,,,,,,
Andrew,Carvalhal,1990-09-02,Rio de Janeiro,Camiseta,66,85,,,,,,,
Joyce,Ribas,1988-11-28,Rio de Janeiro,Jaqueta,84,250,,,,,,,
Eduarda,Figueiredo,1992-03-31,Curitiba,Short,76,55,,,,,,,
Emanuella,Fialho,1985-12-07,Rio de Janeiro,Jaqueta,15,250,,,,,,,
Tayna,Coimbra,1992-08-25,Porto Alegre,Casaco,82,190,,,,,,,
Patricia,Camara,1993-02-14,Brasília,Short,39,55,,,,,,,
Tayna,Coimbra,1992-06-06,Rio de Janeiro,Casaco,129,190,,,,,,,
Paloma,Farias,1992-11-06,Rio de Janeiro,Jaqueta,119,250,,,,,,,
Iago,Bensdorp,1987-04-30,Rio de Janeiro,Short,118,55,,,,,,,
Tayna,Coimbra,1985-06-26,Salvador,Tênis,116,200,,,,,,,
Breno,Amaral,1991-08-03,Brasília,Jaqueta,8,250,,,,,,,
Iago,Bensdorp,1993-03-13,Porto Alegre,Jaqueta,138,250,,,,,,,
Emanuella,Fialho,1989-08-26,Rio de Janeiro,Bermuda,98,150,,,,,,,
Breno,Amaral,1993-06-04,Curitiba,Saia,43,75,,,,,,,
Elizeu,Barros,1985-06-15,São Paulo,Sandália,94,110,,,,,,,
